state,emp_length,term,homeownership,annual_income,verified_income,debt_to_income,total_credit_limit,total_credit_utilized,num_cc_carrying_balance,loan_purpose,loan_amount,grade,interest_rate,public_record_bankrupt,loan_status
LA,2,36,MORTGAGE,58000,Source Verified,1.76,33400,6117,2,other,6000,A,6.08,0,Current
FL,1,36,MORTGAGE,64000,Verified,15.28,227606,29439,10,credit_card,12000,C,12.61,0,Current
CA,10,36,MORTGAGE,96000,Source Verified,20.18,523150,101244,5,debt_consolidation,16000,B,9.44,0,Current
NY,1,36,RENT,65000,Source Verified,8.79,49731,22875,7,debt_consolidation,16000,A,7.97,0,Current
OR,10,36,OWN,50000,Not Verified,1.3,36100,1630,2,debt_consolidation,24000,B,10.91,0,Current
FL,6,36,MORTGAGE,40000,Verified,20.65,295309,21471,7,major_purchase,16000,D,21.45,0,Current
GA,10,36,MORTGAGE,150000,Verified,33.45,650351,164269,3,debt_consolidation,40000,B,11.98,0,Current
SD,2,60,OWN,75000,Source Verified,21.66,105400,55279,5,credit_card,20300,G,30.79,0,Current
PA,2,36,MORTGAGE,115000,Not Verified,15.91,306167,46755,4,major_purchase,7500,A,6.07,0,Current
TX,2,36,RENT,55000,Not Verified,26.01,72705,36803,6,credit_card,8400,A,7.97,0,Current
IL,10,60,MORTGAGE,148650,Verified,0.53,789400,4078,2,debt_consolidation,40000,A,7.35,0,Fully Paid
FL,10,36,MORTGAGE,100000,Source Verified,15.22,234105,28323,5,debt_consolidation,17000,B,10.42,1,Current
CT,10,36,OWN,300000,Source Verified,15.25,213981,126193,13,major_purchase,28250,D,18.45,0,Current
MD,2,36,MORTGAGE,115000,Source Verified,17.27,573732,76204,5,credit_card,8400,A,7.97,0,Current
AZ,10,36,MORTGAGE,80000,Source Verified,23.21,255116,68503,4,debt_consolidation,15000,C,12.61,0,Current
VT,10,36,OWN,39000,Verified,47.36,74981,54855,4,debt_consolidation,20000,B,10.91,0,Current
NJ,3,36,RENT,60000,Verified,24.68,76192,44306,5,credit_card,20000,B,9.92,0,Current
AL,1,60,MORTGAGE,124000,Verified,29.79,525460,172705,11,debt_consolidation,40000,B,9.93,0,Current
GA,3,60,MORTGAGE,40000,Source Verified,5.22,210442,2129,7,house,22725,B,11.98,0,Current
AZ,3,36,RENT,76000,Verified,9.44,39716,20623,4,credit_card,10000,B,9.43,1,Current
VA,3,36,RENT,70000,Not Verified,17.3,87221,72232,5,debt_consolidation,5000,B,10.9,0,Current
NE,0,36,RENT,60000,Not Verified,14.7,44900,29088,5,credit_card,15000,C,14.08,0,Current
FL,4,36,RENT,32000,Not Verified,34.73,67084,24522,3,debt_consolidation,10500,B,10.41,0,Current
NC,2,36,RENT,43000,Source Verified,4.13,8500,4409,4,other,4000,C,15.05,0,Current
WV,5,36,RENT,37000,Not Verified,15.86,47138,19524,6,other,2000,B,9.93,0,Current
TX,10,60,OWN,34000,Not Verified,18.96,24400,15273,5,debt_consolidation,10000,C,15.05,0,Current
CA,3,36,RENT,110000,Not Verified,18.69,326391,99193,3,debt_consolidation,10000,C,15.04,0,Late (31-120 days)
CA,3,36,MORTGAGE,108000,Source Verified,2.99,435881,5202,2,debt_consolidation,12000,C,14.08,0,Current
WI,10,60,RENT,130000,Not Verified,8.45,54100,23537,5,house,18000,D,20,0,Fully Paid
TX,5,36,MORTGAGE,55000,Not Verified,29.65,151742,57326,8,home_improvement,10000,C,14.08,0,Current
NE,10,36,MORTGAGE,130000,Source Verified,22.06,481307,75750,8,home_improvement,16525,C,12.61,0,Current
ME,10,60,MORTGAGE,44000,Verified,20.24,99972,25961,7,debt_consolidation,18000,B,11.99,0,Current
IL,7,36,RENT,52000,Source Verified,14.49,181225,167617,7,credit_card,11000,C,16.01,1,Current
MA,10,60,OWN,115000,Not Verified,21.26,479629,111862,5,debt_consolidation,14000,C,16.01,0,Fully Paid
NM,6,36,RENT,25000,Source Verified,25.92,41533,27022,0,other,1500,B,11.98,0,Current
WI,5,60,RENT,67500,Source Verified,4.71,25900,9344,3,credit_card,14000,B,10.41,0,Current
PA,3,36,OWN,49000,Not Verified,36.71,66761,52434,3,credit_card,13100,D,18.06,0,Current
CA,7,36,RENT,62000,Source Verified,17.44,27000,19272,4,debt_consolidation,20000,B,11.99,1,Current
OH,5,36,MORTGAGE,51000,Source Verified,2.21,116500,9508,2,debt_consolidation,5000,B,10.9,0,Current
NE,6,60,MORTGAGE,43000,Source Verified,13.23,30977,13474,3,debt_consolidation,16000,B,11.99,0,Current
PA,9,36,RENT,56891,Source Verified,11.29,26300,15727,6,debt_consolidation,6000,E,22.91,0,Current
GA,10,36,MORTGAGE,70000,Source Verified,25.6,271371,57434,21,debt_consolidation,18000,D,17.09,0,Current
VA,7,36,MORTGAGE,126049,Source Verified,18.11,561767,214234,10,vacation,7000,C,14.08,0,Late (16-30 days)
CA,10,36,MORTGAGE,180000,Source Verified,5.21,441900,22621,9,debt_consolidation,35000,B,10.41,0,Current
MD,0,36,OWN,80000,Source Verified,23.47,101640,37959,2,debt_consolidation,19000,A,6.07,0,Current
TX,3,60,MORTGAGE,45000,Verified,8.83,162000,11879,4,debt_consolidation,16000,C,15.05,0,Fully Paid
WA,6,36,RENT,50000,Verified,30.51,53075,23612,6,other,15000,D,18.06,0,Current
NJ,10,36,MORTGAGE,90000,Source Verified,16.77,334672,52278,2,debt_consolidation,6500,B,10.42,0,Current
MI,7,60,MORTGAGE,65000,Verified,19.15,311100,34963,9,credit_card,24000,C,13.59,0,Current
WA,2,36,RENT,135000,Not Verified,14.83,138727,67030,5,debt_consolidation,40000,A,5.32,0,Current
FL,0,36,RENT,32000,Verified,31.43,59897,27955,5,debt_consolidation,4000,A,6.72,1,Current
NH,10,36,RENT,47840,Not Verified,19.17,38796,14267,4,debt_consolidation,4500,B,10.42,0,Current
ND,2,60,OWN,55000,Source Verified,33.78,66641,45461,4,debt_consolidation,30000,D,19.03,0,Current
IL,10,36,RENT,65000,Source Verified,10.53,44900,24489,5,debt_consolidation,10000,B,9.43,0,Current
CT,10,36,RENT,37000,Not Verified,20.99,48918,11990,5,debt_consolidation,5000,A,7.34,0,Current
CO,4,36,RENT,45000,Source Verified,20.25,89176,84804,4,other,5000,C,14.08,0,Current
PA,9,60,MORTGAGE,86000,Verified,13.89,231279,32768,3,home_improvement,30000,C,14.08,0,Current
CA,2,36,RENT,49000,Not Verified,5.46,46000,7131,2,debt_consolidation,20000,A,7.96,0,Current
AZ,6,60,OWN,42000,Source Verified,14,25800,13283,5,debt_consolidation,10400,C,15.04,0,Current
IL,10,60,MORTGAGE,120000,Not Verified,21.71,282138,77133,9,debt_consolidation,12150,C,15.04,0,Current
CA,3,36,MORTGAGE,60000,Not Verified,23.4,565013,52779,6,debt_consolidation,5000,A,6.72,0,Current
NY,10,36,MORTGAGE,110000,Source Verified,12.68,49288,46472,4,debt_consolidation,24000,B,10.42,0,Current
OH,10,60,MORTGAGE,60000,Source Verified,14.68,325149,20642,4,debt_consolidation,31000,C,12.62,0,Current
MO,0,36,MORTGAGE,40000,Source Verified,11.37,17647,9269,1,major_purchase,10000,D,18.06,0,Current
CA,5,36,RENT,56446,Not Verified,7.07,26470,8690,2,debt_consolidation,2400,A,7.34,0,Current
CA,5,60,MORTGAGE,90000,Verified,18.65,78733,51015,12,debt_consolidation,24000,D,21.45,0,Current
NC,0,60,RENT,100000,Source Verified,10.31,26600,25254,3,debt_consolidation,40000,C,12.61,0,Current
IL,10,36,RENT,52000,Not Verified,33.39,101344,44893,15,debt_consolidation,10000,B,9.92,0,Current
FL,10,36,MORTGAGE,60000,Not Verified,13.91,255304,31461,3,debt_consolidation,12600,A,5.32,0,Fully Paid
IN,4,60,OWN,52000,Verified,20.75,37311,25201,5,debt_consolidation,20000,D,19.03,0,Current
MI,10,60,MORTGAGE,32500,Not Verified,25.07,233229,7651,3,debt_consolidation,10000,B,10.42,0,Current
WA,7,60,MORTGAGE,80000,Not Verified,13.89,252881,55846,3,home_improvement,15000,B,9.93,0,Current
CA,5,60,MORTGAGE,126000,Verified,8.43,1047519,17660,2,other,21275,C,16.02,0,Current
NY,0,36,RENT,40000,Source Verified,9.27,13200,6537,7,debt_consolidation,6800,D,18.06,0,Current
PA,0,36,OWN,13200,Source Verified,31.73,48942,8390,0,other,5000,A,7.97,0,Current
CA,1,36,RENT,47600,Not Verified,4.55,41200,8191,4,debt_consolidation,7500,A,6.71,0,Current
WV,10,36,RENT,27000,Not Verified,7.96,5600,3967,5,debt_consolidation,5000,C,16.01,0,Current
IN,10,36,OWN,80000,Source Verified,20.4,114662,89544,3,home_improvement,3000,C,13.59,0,Current
TX,10,36,OWN,180000,Verified,6.59,62394,41268,1,medical,3200,A,6.08,0,Current
CT,10,36,RENT,42733,Verified,28.56,52908,27088,7,credit_card,25000,B,10.9,0,Current
NY,10,36,RENT,100000,Not Verified,11.21,81928,53085,11,credit_card,10000,B,11.98,0,Current
VA,6,60,MORTGAGE,70000,Source Verified,17.47,267372,29347,7,debt_consolidation,30000,B,11.98,0,Current
MD,10,60,MORTGAGE,106000,Source Verified,7.02,588312,53230,2,debt_consolidation,21000,B,10.9,0,Current
TX,10,36,OWN,120000,Not Verified,17.23,162525,39201,2,home_improvement,10000,A,5.32,0,Fully Paid
CA,1,60,RENT,50000,Source Verified,7.06,10300,8310,2,other,32000,D,18.45,0,Current
FL,4,36,MORTGAGE,60000,Source Verified,30.6,205134,35136,6,credit_card,16000,C,16.02,0,Fully Paid
GA,7,36,OWN,60000,Source Verified,23.38,85131,42463,6,debt_consolidation,18000,D,19.03,0,Current
CA,4,36,RENT,39000,Source Verified,22.37,66000,14706,7,debt_consolidation,12000,C,13.59,0,Current
CA,3,36,RENT,75000,Not Verified,5.04,95500,6084,4,car,3500,A,5.31,0,Fully Paid
NY,10,36,RENT,39000,Not Verified,2.43,2534,1026,3,other,3000,B,11.98,0,Current
CA,10,36,RENT,38000,Source Verified,29.97,31725,11423,7,vacation,5000,D,18.45,0,Current
OK,10,36,MORTGAGE,55000,Source Verified,28.91,194465,16535,6,debt_consolidation,10000,C,16.02,0,Current
CO,2,60,RENT,195000,Source Verified,4.57,47772,45325,2,debt_consolidation,32000,C,12.62,0,Current
CA,10,60,MORTGAGE,160000,Not Verified,6.03,674708,31273,2,debt_consolidation,20000,B,9.93,0,Current
PA,7,36,RENT,780000,Source Verified,3.1,137675,82432,11,debt_consolidation,12000,B,10.91,0,Current
UT,10,36,RENT,107000,Source Verified,15.88,345588,141401,5,credit_card,6000,B,10.91,0,Current
TN,9,36,RENT,30000,Verified,13.81,18900,10513,8,other,15000,B,11.99,0,Current
GA,8,60,MORTGAGE,102000,Source Verified,3.49,130892,13278,4,major_purchase,20000,E,25.82,0,Current
FL,4,36,OWN,159000,Not Verified,13.14,366595,60740,5,credit_card,9600,A,7.97,0,Current
PA,3,36,MORTGAGE,34000,Not Verified,19.67,194925,18515,8,home_improvement,10000,C,14.08,0,Current
IL,2,60,RENT,112914,Not Verified,18.6,247132,209838,4,debt_consolidation,20000,B,9.44,0,Current
NY,10,36,RENT,27500,Source Verified,13.66,20400,6396,8,credit_card,6000,C,15.05,0,Current
FL,9,36,RENT,44000,Source Verified,29.27,64675,30023,7,debt_consolidation,18000,C,13.59,0,Current
NY,10,60,MORTGAGE,150000,Source Verified,19.77,625020,85097,9,credit_card,40000,B,11.98,0,Current
NJ,1,60,RENT,95000,Verified,20.45,126903,72670,4,debt_consolidation,35000,C,13.58,0,Current
MA,4,36,RENT,45000,Not Verified,10.66,55100,15471,1,debt_consolidation,12000,A,6.72,0,Current
CA,8,36,RENT,175000,Verified,0.35,30300,796,2,major_purchase,15000,C,13.59,0,In Grace Period
VA,10,60,OWN,85000,Source Verified,19.24,353401,110936,5,debt_consolidation,35000,A,7.34,0,Current
MT,10,60,MORTGAGE,110000,Source Verified,7.38,309195,33258,1,debt_consolidation,24000,B,9.93,0,Current
NJ,10,36,RENT,65000,Not Verified,16.06,54993,28926,4,debt_consolidation,16000,B,10.9,0,Current
OR,2,36,RENT,100000,Not Verified,16.26,112066,78250,5,credit_card,6000,B,10.41,0,Current
NY,10,36,MORTGAGE,100000,Not Verified,5.8,297600,15351,4,debt_consolidation,20000,A,6.08,0,Current
CA,1,36,RENT,110000,Verified,17.1,75321,50175,12,debt_consolidation,7200,C,14.07,0,Current
TX,10,36,MORTGAGE,212500,Source Verified,8.88,364781,101212,13,credit_card,20000,A,6.72,0,Current
FL,10,60,OWN,115000,Source Verified,17.64,471316,79729,9,debt_consolidation,25000,B,10.42,1,Current
PA,1,36,RENT,41000,Source Verified,21.49,34497,23886,2,other,3200,B,10.42,0,Current
CA,10,60,MORTGAGE,150000,Source Verified,17.11,753199,99680,13,debt_consolidation,16000,C,14.08,0,Current
CO,5,36,MORTGAGE,50000,Verified,5.23,289520,5990,6,debt_consolidation,15000,A,6.71,0,Current
NJ,8,60,MORTGAGE,83000,Verified,12.29,268749,19669,11,debt_consolidation,10000,D,21.45,1,Current
TX,4,60,MORTGAGE,72000,Verified,46.57,224124,108228,11,debt_consolidation,20000,D,20,0,Current
NE,10,36,RENT,27000,Verified,27.2,41044,33056,4,vacation,5000,D,17.47,0,Current
NE,10,36,RENT,60000,Not Verified,18.32,91972,44270,2,debt_consolidation,7000,A,6.08,0,Current
FL,10,36,MORTGAGE,258000,Verified,10.8,157247,99047,6,debt_consolidation,30000,D,17.09,0,Late (31-120 days)
GA,8,60,MORTGAGE,72000,Source Verified,19.1,328143,50848,5,debt_consolidation,11000,B,10.42,0,Current
NY,10,60,MORTGAGE,85000,Not Verified,23.03,349945,44783,13,credit_card,15000,B,9.93,0,Current
NJ,5,60,RENT,51000,Verified,24.38,72525,27422,5,debt_consolidation,18000,D,18.06,0,Current
CA,10,36,MORTGAGE,280000,Source Verified,0.06,316981,13,1,home_improvement,40000,B,10.91,1,Fully Paid
MD,5,36,MORTGAGE,325000,Source Verified,8.15,793009,100019,11,credit_card,35000,A,6.71,0,Current
NH,10,60,RENT,170000,Not Verified,4.77,70375,44157,12,major_purchase,40000,B,11.98,0,Current
NY,10,60,OWN,90000,Not Verified,23.82,824084,54718,10,credit_card,25700,D,18.06,0,Current
FL,7,60,OWN,92000,Verified,26.53,130716,83110,13,debt_consolidation,19000,D,21.85,1,Current
OK,3,60,OWN,15000,Not Verified,50.32,38342,31082,4,debt_consolidation,30000,E,25.81,1,Current
OH,2,60,MORTGAGE,75000,Not Verified,28.26,267524,66983,3,debt_consolidation,20000,B,9.93,0,Current
FL,1,36,OWN,25500,Source Verified,33.6,29785,26923,7,credit_card,5000,B,10.9,0,Current
NJ,5,36,RENT,60000,Source Verified,31.44,105964,40609,12,debt_consolidation,14000,A,5.32,0,Current
MI,10,36,MORTGAGE,100000,Not Verified,31.48,392251,96255,6,debt_consolidation,35000,E,24.85,0,Fully Paid
NY,10,60,MORTGAGE,67000,Not Verified,31.91,188660,57692,4,small_business,10000,D,20.39,0,Current
OH,1,36,RENT,115000,Source Verified,11.58,51218,30643,6,credit_card,10000,B,9.44,0,Current
AZ,2,36,MORTGAGE,80000,Not Verified,9.6,293060,10662,1,credit_card,10000,A,7.34,1,Current
NY,3,36,OWN,82000,Not Verified,16.11,92719,31975,4,debt_consolidation,16000,A,7.96,0,Current
NY,10,60,RENT,81000,Verified,13.42,58900,34060,8,debt_consolidation,35000,D,19.42,0,Current
NY,10,36,MORTGAGE,150000,Source Verified,18.93,671278,361964,12,credit_card,20000,C,13.58,0,Current
NV,4,36,MORTGAGE,70000,Verified,32.68,361832,74999,3,credit_card,13000,A,6.07,0,Current
AL,2,36,MORTGAGE,144000,Not Verified,23.82,478340,182904,7,credit_card,25000,A,6.08,0,Current
NV,10,60,MORTGAGE,60000,Not Verified,42.86,553729,94029,4,debt_consolidation,16800,B,9.44,0,Current
KS,2,36,MORTGAGE,55000,Source Verified,24.39,333278,52771,2,debt_consolidation,17000,A,6.72,0,Current
HI,10,36,RENT,111000,Not Verified,24.46,166350,70199,11,credit_card,25000,A,7.35,0,Current
TX,10,60,MORTGAGE,92000,Not Verified,26.73,230729,64214,4,debt_consolidation,15000,A,6.71,0,Current
AR,0,60,OWN,65000,Not Verified,6.89,19300,10394,7,debt_consolidation,35000,D,19.42,0,Current
MI,10,60,OWN,110000,Source Verified,31.07,194215,130457,3,home_improvement,30000,E,24.84,0,Current
CA,10,36,MORTGAGE,65000,Not Verified,13.53,299050,20428,4,debt_consolidation,3000,D,18.06,0,Current
WA,6,36,RENT,65000,Source Verified,27.58,81595,70626,10,car,6500,C,12.61,0,Current
GA,5,36,MORTGAGE,131000,Verified,18.96,233587,48112,9,moving,19000,C,14.08,0,Current
NY,10,36,RENT,45000,Verified,19.97,33900,19838,10,debt_consolidation,20000,B,10.42,0,Current
WA,2,36,RENT,39442,Not Verified,31.35,111664,80066,2,car,3000,B,9.92,0,Current
PA,10,36,RENT,50000,Source Verified,38.79,90151,48902,13,credit_card,5000,C,16.02,0,Current
CA,10,36,MORTGAGE,275000,Source Verified,12,610218,98337,13,credit_card,20000,A,6.07,0,Current
NC,3,36,MORTGAGE,45000,Not Verified,53.41,155574,114988,8,home_improvement,21700,D,18.06,0,Current
FL,8,60,MORTGAGE,40000,Verified,36.6,56670,28252,9,home_improvement,19675,E,24.84,0,Current
CA,10,36,MORTGAGE,95000,Not Verified,18.19,390506,58757,7,debt_consolidation,10000,A,7.34,0,Current
OH,7,60,MORTGAGE,82000,Verified,14.18,183221,40287,2,debt_consolidation,25000,D,19.03,0,Current
CA,4,36,RENT,35000,Not Verified,12.83,108565,88269,3,home_improvement,15000,B,11.99,1,Current
CA,10,60,RENT,65000,Verified,25.87,172803,35901,8,major_purchase,12000,C,12.62,0,Current
OK,10,36,MORTGAGE,212000,Source Verified,11.96,376883,142365,5,debt_consolidation,25000,B,9.43,0,Current
TX,10,36,RENT,53000,Source Verified,24.64,96441,87309,4,vacation,2800,B,10.91,0,Current
OH,5,36,RENT,60000,Not Verified,27.42,101484,56091,10,debt_consolidation,17600,B,9.93,0,Current
MI,4,36,RENT,40000,Source Verified,8.79,25700,8425,6,other,6000,B,11.99,0,Fully Paid
KS,10,36,RENT,30000,Not Verified,14.6,28921,14469,3,debt_consolidation,5000,B,9.93,1,Current
CA,2,60,RENT,189000,Verified,13.26,144608,112820,7,credit_card,32000,C,15.05,1,Current
MN,10,36,MORTGAGE,80000,Not Verified,3.63,96700,7395,7,debt_consolidation,6000,A,6.08,0,Current
AR,10,36,MORTGAGE,50000,Source Verified,26.36,37046,25936,4,credit_card,5000,C,14.07,0,Current
NY,10,36,RENT,55000,Not Verified,14.16,43467,15291,2,debt_consolidation,10000,A,7.35,0,Current
NY,10,36,RENT,80000,Not Verified,4.47,66900,4141,5,house,19200,A,6.08,0,Current
NY,4,36,OWN,125000,Source Verified,19.7,243676,73620,3,debt_consolidation,7000,C,16.02,0,Current
UT,2,36,RENT,34000,Not Verified,13.2,20577,18633,2,credit_card,1200,B,10.9,0,Current
MD,10,60,MORTGAGE,175000,Source Verified,10.79,602937,94690,3,credit_card,35000,B,9.93,0,Fully Paid
AZ,2,36,RENT,35000,Not Verified,1.92,12800,2103,1,credit_card,6500,A,7.96,1,Current
TX,10,36,MORTGAGE,62000,Source Verified,29.91,230366,49393,9,debt_consolidation,15000,B,10.9,0,Current
TX,8,36,RENT,70000,Source Verified,11.37,105179,28786,4,medical,3000,C,12.62,0,Current
FL,10,36,RENT,69000,Not Verified,27.43,77525,49053,2,debt_consolidation,11000,C,12.62,0,Fully Paid
CA,10,60,MORTGAGE,120000,Verified,9.25,41312,26423,2,debt_consolidation,20000,D,17.47,0,Current
WY,1,36,MORTGAGE,31680,Verified,18.68,188027,30935,6,credit_card,6600,D,19.03,0,Current
CA,1,60,RENT,80000,Source Verified,7.25,32300,18872,5,other,18000,C,14.08,0,Current
WA,10,36,RENT,132000,Source Verified,0.31,34200,3059,3,other,40000,A,6.72,0,Current
CA,10,36,RENT,33000,Verified,29.89,40944,17189,5,debt_consolidation,11200,B,9.93,1,Current
MO,4,36,MORTGAGE,43260,Not Verified,4.83,166100,5662,6,credit_card,10000,A,6.08,0,Current
FL,10,36,MORTGAGE,400000,Verified,12.7,233712,119392,5,home_improvement,30675,A,5.32,0,Current
CA,10,60,RENT,95000,Not Verified,14.24,91850,32813,7,debt_consolidation,30000,B,9.43,0,Current
CA,2,36,OWN,75000,Not Verified,36.96,180063,87133,16,debt_consolidation,18000,B,11.99,0,Current
AL,8,36,MORTGAGE,136000,Verified,11.33,321476,79454,5,credit_card,10000,C,13.58,0,Current
WV,7,36,MORTGAGE,57000,Source Verified,11.56,63047,19915,5,debt_consolidation,5600,B,11.99,0,Current
CT,5,36,RENT,35600,Verified,25.4,105944,26661,7,debt_consolidation,3500,A,6.72,0,Current
TX,10,36,MORTGAGE,194000,Source Verified,15.07,109700,82404,4,home_improvement,24000,B,11.99,1,Current
KY,4,36,RENT,60000,Not Verified,10.38,53994,23422,3,debt_consolidation,3000,B,9.43,0,Current
TX,9,36,MORTGAGE,65000,Source Verified,23.43,424687,76949,3,debt_consolidation,14000,A,5.31,0,Current
NY,0,36,RENT,12000,Verified,5.2,13931,9664,1,credit_card,10000,C,13.59,0,Current
GA,4,36,MORTGAGE,45000,Source Verified,31.42,260116,98408,5,debt_consolidation,16200,B,10.42,0,Current
OR,3,36,RENT,32000,Source Verified,18.9,40375,16542,7,debt_consolidation,5000,D,18.45,0,Current
AR,10,36,MORTGAGE,260000,Source Verified,7.85,231949,56102,6,debt_consolidation,32000,A,6.72,0,Current
TX,2,60,MORTGAGE,12000,Not Verified,170.4,225951,59098,8,credit_card,40000,C,15.04,0,Current
GA,3,36,MORTGAGE,125000,Source Verified,23.91,446748,99660,6,debt_consolidation,12000,C,14.07,0,Current
CT,2,36,RENT,22000,Verified,24.22,24200,12110,9,credit_card,10000,E,22.91,0,Current
FL,4,36,MORTGAGE,102000,Source Verified,21.59,394039,102500,7,other,10000,C,16.02,1,Fully Paid
GA,10,36,MORTGAGE,150000,Verified,35,381206,183352,13,debt_consolidation,35000,C,16.01,0,Fully Paid
IN,2,36,MORTGAGE,31500,Not Verified,16.61,114600,18591,7,credit_card,18000,A,6.72,0,Current
NV,4,36,OWN,100000,Source Verified,21.42,352923,51956,6,credit_card,12000,B,10.9,1,Current
FL,10,36,RENT,109000,Not Verified,7.14,38818,25345,7,debt_consolidation,14000,B,10.42,0,Current
GA,10,60,MORTGAGE,97600,Source Verified,27.13,521715,118907,13,debt_consolidation,40000,C,14.08,0,Current
TX,10,36,MORTGAGE,125000,Not Verified,27.94,235882,114633,6,debt_consolidation,24000,C,12.62,0,Current
KY,3,36,MORTGAGE,100000,Source Verified,21.4,346476,146318,3,small_business,35000,C,13.59,0,Current
CA,4,36,RENT,90000,Verified,27.72,103057,75185,12,debt_consolidation,24000,D,17.09,0,Current
NJ,1,60,OWN,35000,Source Verified,40.02,86985,33368,8,debt_consolidation,30000,B,11.99,0,Current
NY,5,36,MORTGAGE,35000,Source Verified,31.68,53185,39079,4,major_purchase,7000,D,18.45,0,Current
IL,10,36,RENT,98281,Not Verified,13.1,72100,39156,4,debt_consolidation,6000,B,9.92,0,Current
NY,10,60,RENT,73000,Verified,30.94,119382,60838,9,debt_consolidation,12800,E,26.77,0,Current
WI,10,36,MORTGAGE,150000,Verified,34.39,581926,161803,5,debt_consolidation,40000,A,6.72,0,Current
CT,1,60,MORTGAGE,41600,Source Verified,27.64,216727,36091,2,debt_consolidation,12400,C,16.01,0,Current
MA,8,36,MORTGAGE,85000,Verified,10.73,359137,34431,1,other,20000,A,5.31,0,Current
CT,7,36,MORTGAGE,45000,Source Verified,62.7,252001,197102,24,debt_consolidation,36250,D,19.42,0,Current
TX,7,36,OWN,42000,Not Verified,28.95,46153,26030,4,credit_card,9600,D,17.47,0,Current
FL,10,36,MORTGAGE,34000,Not Verified,40.52,379558,46372,6,home_improvement,5000,B,11.99,0,Current
OH,10,36,RENT,40000,Verified,23.4,38532,21137,5,credit_card,2200,C,13.59,1,Current
FL,9,36,MORTGAGE,110000,Not Verified,19.32,326649,40522,6,debt_consolidation,25000,A,6.71,0,In Grace Period
CA,10,36,RENT,65500,Source Verified,24.55,56900,40017,3,debt_consolidation,28000,C,16.02,0,Current
IL,2,36,MORTGAGE,166600,Source Verified,21.26,842451,177958,3,credit_card,40000,A,6.07,0,Current
LA,1,60,MORTGAGE,109000,Source Verified,2.85,340590,9185,3,home_improvement,15000,D,17.47,0,Current
CA,5,60,MORTGAGE,90000,Source Verified,12.13,482168,19998,5,debt_consolidation,15000,E,23.88,0,Current
CA,0,36,RENT,35000,Source Verified,19.38,26700,11720,10,debt_consolidation,5000,C,15.04,0,Current
AL,1,60,MORTGAGE,48000,Source Verified,35.1,259835,37303,7,credit_card,32000,B,11.98,1,Current
IL,10,36,OWN,80000,Source Verified,4.02,76300,16546,5,major_purchase,24000,A,7.35,0,Current
TX,4,36,MORTGAGE,60000,Not Verified,26.58,115798,42049,7,debt_consolidation,11000,A,7.96,1,Current
SD,7,60,MORTGAGE,112000,Not Verified,26.4,178249,105156,5,debt_consolidation,35000,C,13.58,0,Current
WA,3,60,RENT,50000,Not Verified,23.36,58246,33583,2,debt_consolidation,15000,B,11.99,0,Current
NY,10,36,RENT,20000,Not Verified,37.64,14487,7985,1,other,16000,D,20,0,Current
UT,7,36,RENT,20567,Source Verified,6.71,4700,2462,1,debt_consolidation,4925,C,13.58,0,Current
MD,1,36,RENT,26127,Not Verified,14.97,17519,5635,3,debt_consolidation,10000,A,7.35,0,Current
NV,10,36,RENT,260000,Source Verified,8.46,95855,73309,6,debt_consolidation,16000,A,7.97,0,Current
FL,10,60,MORTGAGE,80000,Verified,25.59,462906,50095,13,debt_consolidation,30000,C,16.02,0,Current
TX,7,60,OWN,57820,Verified,27.63,98277,90728,9,credit_card,20000,D,19.42,0,Current
NE,10,60,MORTGAGE,67000,Source Verified,25.54,200934,57581,2,debt_consolidation,30000,B,9.93,0,Current
OR,2,36,RENT,49000,Not Verified,10.02,21554,13020,3,debt_consolidation,5500,C,12.61,0,Current
CT,3,36,RENT,72000,Not Verified,15.21,52284,30987,6,debt_consolidation,9000,A,7.35,0,Current
MO,2,36,MORTGAGE,120000,Source Verified,5.15,77000,13156,2,debt_consolidation,18000,A,6.71,1,Current
MI,3,36,RENT,300000,Source Verified,3.78,56696,37087,5,other,10000,C,14.08,0,Current
TN,5,60,MORTGAGE,45000,Not Verified,38.16,120552,59224,8,credit_card,18000,B,10.41,0,Current
MA,7,60,RENT,80000,Not Verified,10.85,37900,24500,4,medical,10000,D,19.42,1,Current
TX,4,36,MORTGAGE,55000,Source Verified,13,216323,27587,5,other,2000,A,5.31,0,Current
CA,8,60,MORTGAGE,48500,Source Verified,20.61,482769,22175,1,debt_consolidation,19225,D,18.06,1,Current
IN,4,60,MORTGAGE,111996,Not Verified,15.31,293091,46479,7,debt_consolidation,30000,B,11.99,0,Current
OH,4,36,RENT,50000,Verified,35.09,144447,63932,4,credit_card,4000,C,14.08,1,Current
MD,10,60,MORTGAGE,85000,Verified,16.12,229737,16229,5,debt_consolidation,20000,C,15.05,0,Current
CA,3,36,RENT,65000,Source Verified,4.27,17200,11678,4,debt_consolidation,9600,C,14.07,0,Current
NJ,9,36,RENT,79000,Not Verified,19.92,141000,35362,14,credit_card,40000,A,7.35,0,Current
NC,10,60,MORTGAGE,350000,Verified,7.65,517736,103057,9,debt_consolidation,34975,D,21.85,0,Current
CA,0,60,MORTGAGE,25000,Source Verified,3.53,9500,229,4,debt_consolidation,15000,C,16.01,0,Current
NV,5,36,MORTGAGE,40000,Source Verified,11.55,22124,13802,3,credit_card,8000,C,13.59,0,Fully Paid
